Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢),Scraped_Date
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TBL,0.83,0.83,0.83,0.83,0.83,0.83,0.0,0.83,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TOTAL,24.08,13.12,24.08,24.08,24.08,24.08,0.0,24.5,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0.0,0.0,11.92,0.0,0.0,2025-08-23 18:33:27
08/04/2025,UNIL,19.54,19.5,19.54,19.54,19.54,19.54,0.0,19.54,20.0,35.0,683.9,2025-08-23 18:33:27
08/04/2025,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,CALPREF,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.31,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SCBPREF,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,GLD,464.0,390.5,451.65,451.65,451.65,451.65,0.0,451.65,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,MMH,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
08/04/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
08/04/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
08/04/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ACCESS,9.12,5.2,9.12,9.12,9.12,9.12,0.0,9.2,0.0,53.0,487.6,2025-08-23 18:33:27
07/04/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,1953.0,11952.36,2025-08-23 18:33:27
07/04/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,29.75,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CAL,0.8,0.35,0.72,0.72,0.72,0.72,0.0,0.0,0.72,43628.0,31412.16,2025-08-23 18:33:27
07/04/2025,CLYD,0.08,0.03,0.08,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,2025-08-23 18:33:27
07/04/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.38,0.0,400.0,152.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
21/03/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
21/03/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
21/03/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ACCESS,8.26,5.2,8.25,8.25,8.26,8.26,0.01,8.25,0.0,10613.0,87663.36,2025-08-23 18:33:27
20/03/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,100.0,506.0,2025-08-23 18:33:27
20/03/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,150.0,918.0,2025-08-23 18:33:27
20/03/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,27.06,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,CAL,0.8,0.35,0.8,0.8,0.8,0.8,0.0,0.0,0.8,20711.0,16568.8,2025-08-23 18:33:27
20/03/2025,CLYD,0.05,0.03,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,2550.0,51.0,2025-08-23 18:33:27
20/03/2025,DASPHARMA,0.38,0.38,0.38,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,EGH,6.6,6.25,6.6,6.6,6.6,6.6,0.0,6.61,0.0,1.0,6.61,2025-08-23 18:33:27
20/03/2025,EGL,2.47,1.98,2.47,2.47,2.47,2.47,0.0,2.47,0.0,16.0,39.52,2025-08-23 18:33:27
20/03/2025,ETI,0.85,0.31,0.85,0.85,0.85,0.85,0.0,0.85,0.93,40165.0,34140.25,2025-08-23 18:33:27
20/03/2025,FML,3.7,3.7,3.7,3.7,3.7,3.7,0.0,3.7,0.0,376.0,1391.2,2025-08-23 18:33:27
20/03/2025,GCB,6.71,6.37,6.71,6.71,6.71,6.71,0.0,6.77,0.0,38.0,257.26,2025-08-23 18:33:27
20/03/2025,GGBL,5.62,5.5,5.62,5.62,5.62,5.62,0.0,0.0,0.0,558.0,3135.96,2025-08-23 18:33:27
20/03/2025,GOIL,1.61,1.52,1.61,1.61,1.61,1.61,0.0,1.63,0.0,496.0,808.48,2025-08-23 18:33:27
20/03/2025,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0.0,0.0,5.38,0.0,0.0,2025-08-23 18:33:27
20/03/2025,MTNGH,3.2,2.5,3.17,3.17,3.17,3.17,0.0,3.1,3.17,142383.0,451354.11,2025-08-23 18:33:27
20/03/2025,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
Daily Date,Share Code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-23 18:33:27
21/03/2025,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2025-08-23 18:33:27
21/03/2025,IIL,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,2025-08-23 18:33:27
21/03/2025,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ACCESS,8.26,5.2,8.25,8.25,8.26,8.26,0.01,8.25,0.0,10613.0,87663.36,2025-08-23 18:33:27
20/03/2025,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,0.0,100.0,506.0,2025-08-23 18:33:27
20/03/2025,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,ALLGH,6.12,6.12,6.12,6.12,6.12,6.12,0.0,0.0,6.12,150.0,918.0,2025-08-23 18:33:27
20/03/2025,BOPP,27.05,25.26,27.05,27.05,27.05,27.05,0.0,27.06,0.0,0.0,0.0,2025-08-23 18:33:27
20/03/2025,CAL,0.8,0.35,0.8,0.8,0.8,0.8,0.0,0.0,0.8,20711.0,16568.8,2025-08-23 18:33:27
20/03/2025,CLYD,0.05,0.03,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.0,2025-08-23 18:33:27
